price,ts
63.63,1760344920
63.68,1760345100
63.63,1760345280
63.69,1760345460
63.68,1760345640
63.67,1760345820
63.52,1760346000
63.58,1760346180
63.61,1760346360
63.65,1760346540
63.66,1760346720
63.69,1760346900
63.75,1760347080
63.65,1760347260
63.72,1760347440
63.72,1760347620
63.71,1760347800
63.74,1760347980
63.71,1760348160
63.72,1760348340
63.71,1760348520
63.68,1760348700
63.69,1760348880
63.67,1760349060
63.67,1760349240
63.65,1760349420
63.6,1760349600
63.6,1760349780
63.65,1760349960
63.68,1760350140
63.75,1760350320
63.66,1760350500
63.68,1760350680
63.61,1760350860
63.61,1760351040
63.58,1760351220
63.63,1760351400
63.55,1760351580
63.57,1760351760
63.6,1760351940
63.62,1760352120
63.68,1760352300
63.7,1760352480
63.78,1760352660
63.87,1760352840
63.86,1760353020
63.78,1760353200
63.74,1760353380
63.78,1760353560
63.85,1760353740
63.85,1760353920
63.87,1760354100
63.84,1760354280
63.81,1760354460
63.81,1760354640
63.79,1760354820
63.83,1760355000
63.83,1760355180
63.84,1760355360
63.8,1760355540
63.84,1760355720
63.91,1760355900
63.93,1760356080
63.9,1760356260
63.91,1760356440
63.88,1760356620
63.85,1760356800
63.84,1760356980
63.78,1760357160
63.77,1760357340
63.82,1760357520
63.91,1760357700
63.82,1760357880
63.8,1760358060
63.75,1760358240
63.71,1760358420
63.69,1760358600
63.67,1760358780
63.75,1760358960
63.74,1760359140
63.68,1760359320
63.68,1760359500
63.72,1760359680
63.72,1760359860
63.8,1760360040
63.74,1760360220
63.86,1760360400
63.81,1760360580
63.71,1760360760
63.67,1760360940
63.64,1760361120
63.64,1760361300
63.66,1760361480
63.73,1760361660
63.71,1760361840
63.68,1760362020
63.72,1760362200
63.74,1760362380
63.71,1760362560
63.66,1760362740
63.65,1760362920
63.58,1760363100
63.48,1760363280
63.53,1760363460
63.6,1760363640
63.56,1760363820
63.55,1760364000
63.59,1760364180
63.51,1760364360
63.47,1760364540
63.45,1760364720
63.34,1760364900
63.3,1760365080
63.19,1760365260
63.25,1760365440
63.19,1760365620
63.26,1760365800
63.32,1760365980
63.32,1760366160
63.29,1760366340
63.3,1760366520
63.32,1760366700
63.37,1760366880
63.29,1760367060
63.28,1760367240
63.22,1760367420
63.29,1760367600
63.24,1760367780
63.35,1760367960
63.36,1760368140
63.31,1760368320
63.38,1760368500
63.46,1760368680
63.44,1760368860
63.48,1760369040
63.43,1760369220
63.4,1760369400
63.26,1760369580
63.17,1760369760
63.17,1760369940
63.1,1760370120
63.11,1760370300
63.36,1760370480
63.44,1760370660
63.55,1760370840
63.59,1760371020
63.6,1760371200
63.66,1760371380
63.56,1760371560
63.56,1760371740
63.61,1760371920
63.63,1760372100
63.63,1760372280
63.59,1760372460
63.61,1760372640
63.76,1760372820
63.7,1760373000
63.62,1760373180
63.63,1760373360
63.62,1760373540
63.69,1760373720
63.71,1760373900
63.72,1760374080
63.66,1760374260
63.69,1760374440
63.72,1760374620
63.69,1760374800
63.58,1760374980
63.53,1760375160
63.62,1760375340
63.68,1760375520
63.71,1760375700
63.63,1760375880
63.52,1760376060
63.39,1760376240
63.38,1760376420
63.47,1760376600
63.43,1760376780
63.43,1760376960
63.39,1760377140
63.31,1760377320
63.23,1760377500
63.26,1760377680
63.25,1760377860
63.25,1760378040
63.27,1760378220
63.37,1760378400
63.41,1760378580
63.4,1760378760
63.37,1760378940
63.41,1760379120
63.39,1760379300
63.39,1760379480
63.43,1760379660
63.46,1760379840
63.38,1760380020
63.41,1760380200
63.37,1760380380
63.35,1760380560
63.4,1760380740
63.41,1760380920
63.39,1760381100
63.43,1760381280
63.45,1760381460
63.48,1760381640
63.47,1760381820
63.5,1760382000
63.49,1760382180
63.51,1760382360
63.49,1760382540
63.47,1760382720
63.49,1760382900
63.54,1760383080
63.52,1760383260
63.54,1760383440
63.52,1760383620
63.55,1760383800
63.54,1760383980
63.56,1760384160
63.57,1760384340
63.56,1760384520
63.53,1760384700
63.52,1760384880
63.57,1760385060
63.51,1760385240
63.54,1760385420
63.53,1760385600
63.5,1760385780
63.54,1760385960
63.53,1760386140
63.54,1760386320
63.46,1760386500
63.42,1760386680
63.38,1760386860
63.4,1760387040
63.32,1760387220
63.32,1760387400
63.41,1760387580
63.42,1760387760
63.43,1760387940
63.4,1760388120
63.36,1760388300
63.34,1760388480
63.33,1760388660
63.29,1760388840
63.29,1760389020
63.32,1760389200
63.38,1760389380
63.38,1760389560
63.41,1760389740
63.46,1760389920
63.47,1760390100
63.5,1760390280
63.49,1760390460
63.52,1760390640
63.51,1760390820
63.52,1760391000
63.54,1760391180
63.55,1760391360
63.56,1760391540
63.51,1760391720
63.49,1760391900
63.49,1760392080
63.48,1760392260
63.5,1760392440
63.5,1760392620
63.48,1760392800
63.54,1760392980
63.54,1760393160
63.54,1760393340
63.55,1760393520
63.51,1760393700
63.46,1760393880
63.42,1760394060
63.39,1760394240
63.42,1760394420
63.45,1760394600
63.46,1760394780
63.45,1760394960
63.43,1760395140
63.42,1760395320
63.46,1760395500
63.37,1760395680
63.4,1760395860
63.41,1760396040
63.39,1760396220
63.38,1760396400
63.36,1760398920
63.39,1760399820
63.51,1760407200
63.51,1760407380
63.54,1760407560
63.53,1760407740
63.54,1760407920
63.58,1760408100
63.58,1760408280
63.58,1760408460
63.61,1760408640
63.6,1760408820
63.61,1760409000
63.57,1760409180
63.59,1760409360
63.59,1760409540
63.6,1760409720
63.56,1760409900
63.55,1760410080
63.55,1760410260
63.55,1760410440
63.61,1760410620
63.61,1760410800
63.53,1760410980
63.54,1760411160
63.52,1760411340
63.53,1760411520
63.54,1760411700
63.56,1760411880
63.54,1760412060
63.56,1760412240
63.53,1760412420
63.6,1760412600
63.63,1760412780
63.62,1760412960
63.6,1760413140
63.59,1760413320
63.55,1760413500
63.54,1760413680
63.54,1760413860
63.5,1760414040
63.51,1760414220
63.49,1760414400
63.51,1760414580
63.51,1760414760
63.51,1760414940
63.51,1760415120
63.53,1760415300
63.55,1760415480
63.54,1760415660
63.54,1760415840
63.5,1760416020
63.5,1760416200
63.46,1760416380
63.5,1760416560
63.5,1760416740
63.51,1760416920
63.48,1760417100
63.46,1760417280
63.44,1760417460
63.46,1760417640
63.45,1760417820
63.45,1760418000
63.44,1760418180
63.42,1760418360
63.45,1760418540
63.49,1760418720
63.46,1760418900
63.48,1760419080
63.48,1760419260
63.48,1760419440
63.51,1760419620
63.52,1760419800
63.52,1760419980
63.53,1760420160
63.54,1760420340
63.52,1760420520
63.55,1760420700
63.57,1760420880
63.55,1760421060
63.54,1760421240
63.55,1760421420
63.55,1760421600
63.54,1760421780
63.55,1760421960
63.53,1760422140
63.53,1760422320
63.42,1760422500
63.35,1760422680
63.36,1760422860
63.35,1760423040
63.3,1760423220
63.31,1760423400
63.35,1760423580
63.37,1760423760
63.37,1760423940
63.37,1760424120
63.37,1760424300
63.35,1760424480
63.36,1760424660
63.34,1760424840
63.33,1760425020
63.31,1760425200
63.29,1760425380
63.28,1760425560
63.31,1760425740
63.3,1760425920
63.31,1760426100
63.32,1760426280
63.29,1760426460
63.3,1760426640
63.26,1760426820
63.21,1760427000
63.15,1760427180
63.08,1760427360
63.03,1760427540
63.07,1760427720
63.07,1760427900
63.14,1760428080
63.15,1760428260
63.08,1760428440
62.94,1760428620
62.99,1760428800
62.99,1760428980
63.05,1760429160
63.09,1760429340
63.15,1760429520
63.12,1760429700
63.07,1760429880
63.02,1760430060
63.05,1760430240
63.05,1760430420
63.05,1760430600
62.99,1760430780
62.91,1760430960
62.91,1760431140
62.9,1760431320
62.86,1760431500
62.92,1760431680
62.91,1760431860
62.83,1760432040
62.88,1760432220
62.74,1760432400
62.79,1760432580
62.67,1760432760
62.64,1760432940
62.65,1760433120
62.76,1760433300
62.64,1760433480
62.6,1760433660
62.55,1760433840
62.55,1760434020
62.51,1760434200
62.42,1760434380
62.4,1760434560
62.31,1760434740
62.28,1760434920
62.18,1760435100
62.25,1760435280
62.37,1760435460
62.39,1760435640
62.45,1760435820
62.3,1760436000
62.26,1760436180
62.17,1760436360
62.15,1760436540
62.23,1760436720
62.3,1760436900
62.28,1760437080
62.18,1760437260
62.17,1760437440
62.19,1760437620
62.14,1760437800
62.1,1760437980
61.95,1760438160
61.95,1760438340
61.93,1760438520
61.88,1760438700
61.96,1760438880
62.06,1760439060
62.18,1760439240
62.04,1760439420
62.02,1760439600
61.97,1760439780
61.94,1760439960
61.98,1760440140
61.98,1760440320
61.94,1760440500
61.81,1760440680
61.9,1760440860
61.95,1760441040
62.04,1760441220
62.14,1760441400
62.02,1760441580
61.89,1760441760
61.95,1760441940
61.93,1760442120
61.93,1760442300
62.04,1760442480
62.09,1760442660
62.2,1760442840
62.17,1760443020
62.18,1760443200
62.16,1760443380
62.1,1760443560
62.08,1760443740
61.97,1760443920
61.95,1760444100
61.96,1760444280
62.08,1760444460
62.12,1760444640
62.01,1760444820
61.89,1760445000
61.82,1760445180
61.76,1760445360
61.69,1760445540
61.57,1760445720
61.57,1760445900
61.55,1760446080
61.55,1760446260
61.52,1760446440
61.65,1760446620
61.77,1760446800
61.87,1760446980
61.88,1760447160
61.8,1760447340
61.89,1760447520
61.94,1760447700
61.91,1760447880
61.93,1760448060
61.99,1760448240
61.9,1760448420
61.98,1760448600
62.03,1760448780
62.11,1760448960
62.09,1760449140
62.06,1760449320
62.13,1760449500
62.12,1760449680
62.04,1760449860
62.07,1760450040
62.12,1760450220
62.15,1760450400
62.17,1760450580
62.12,1760450760
62.04,1760450940
62,1760451120
61.95,1760451300
61.91,1760451480
61.92,1760451660
61.96,1760451840
61.9,1760452020
61.87,1760452200
61.88,1760452380
61.91,1760452560
61.99,1760452740
61.99,1760452920
61.99,1760453100
61.94,1760453280
61.86,1760453460
61.82,1760453640
61.93,1760453820
61.87,1760454000
61.98,1760454180
62.11,1760454360
62.07,1760454540
62.02,1760454720
62.14,1760454900
62.19,1760455080
62.28,1760455260
62.33,1760455440
62.3,1760455620
62.38,1760455800
62.18,1760455980
62.14,1760456160
62.11,1760456340
61.97,1760456520
62.19,1760456700
62.11,1760456880
62.08,1760457060
62.1,1760457240
62.14,1760457420
62.09,1760457600
61.96,1760457780
61.89,1760457960
61.99,1760458140
62.04,1760458320
62.02,1760458500
62.14,1760458680
62.08,1760458860
62.16,1760459040
62.01,1760459220
62.17,1760459400
62.17,1760459580
62.09,1760459760
62.05,1760459940
61.96,1760460120
61.97,1760460300
62.03,1760460480
62.02,1760460660
62.11,1760460840
61.99,1760461020
61.92,1760461200
62.06,1760461380
62.02,1760461560
62.02,1760461740
62.02,1760461920
61.98,1760462100
62.05,1760462280
62,1760462460
62.07,1760462640
61.94,1760462820
61.82,1760463000
61.86,1760463180
61.81,1760463360
61.78,1760463540
61.88,1760463720
61.93,1760463900
62.03,1760464080
62.2,1760464260
62.11,1760464440
62.19,1760464620
62.23,1760464800
62.31,1760464980
62.23,1760465160
62.23,1760465340
62.24,1760465520
62.19,1760465700
62.33,1760465880
62.41,1760466060
62.39,1760466240
62.35,1760466420
62.41,1760466600
62.46,1760466780
62.42,1760466960
